11.667582204458,86.9075
11.6260117392717,86.569
11.5816116952889,86.1607
11.5341316848723,85.7325
11.4832945916436,85.3021
11.4287933245111,84.8556
11.3702871506612,84.3562
11.3073975550562,83.8036
11.2397035696652,83.2264
11.1667365121268,82.5599
11.0879740714934,81.9395
11.002833679143,81.246
10.9106651073117,80.4102
10.8107422480425,79.6047
10.7022540445106,78.7194
10.584294578588,77.7373
10.455852368436,76.668
10.3157990048917,75.524
10.1628773645595,74.2653
9.99568979234556,72.8934
9.81268686065453,71.39
